Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,
Suriname,0.261614025,0.306020856,0.262759477,0.216340378,-0.103575468,-0.012143857,-0.027266076,-0.260273784,-0.3327021,-0.284884512,-0.340788126,-0.282394767,-0.449729502,-0.271172434,-0.335388899,-0.205202311,-0.240344256,-0.41992861,-0.46073404,-0.41855827,-0.404953331,-0.404351592,,,
Slovak Republic,-0.05063393,0.280685246,0.337021232,0.451420695,0.375256956,0.296645999,0.312199146,0.265569657,0.248165295,0.229635805,0.069280498,0.048900682,0.121957377,0.109913036,0.15208143,0.097416274,0.230296522,0.187729359,0.415226489,0.210813537,0.213295862,0.292565286,,,
Slovenia,0.773913145,0.898586512,1.015795946,0.902103662,1.026472807,1.009995461,0.939397454,1.051517963,0.91739136,0.941719472,0.832158983,0.72219789,0.721584439,0.737131715,0.784757495,0.776858032,0.835979223,0.888419628,0.777402997,0.692999661,0.767268538,0.776647091,,,
Sweden,2.200397491,2.147883654,2.132647514,2.012797594,2.186323404,2.233975649,2.211410761,2.24269557,2.219725847,2.168036461,2.27712059,2.239426613,2.11085391,2.145463467,2.105776548,2.099963188,2.109636784,2.091949463,2.094510555,2.098498106,2.061525345,2.028246164,,,
Eswatini,-0.060139928,-0.073139861,-0.242530376,-0.275532275,-0.04486889,-0.045250148,0.036358181,-0.011176921,-0.041857969,-0.184126675,-0.224429905,-0.228422225,-0.257097036,-0.21571207,-0.231943429,-0.072670229,-0.231804639,-0.325314105,-0.292263597,-0.697604001,-0.726303339,-0.734985471,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,0.694714844,0.791487634,0.549316823,0.374254942,0.334428996,0.336277306,0.562798917,0.575691283,0.600197673,0.606024206,0.579943299,0.600877047,0.577862799,1.141880393,1.100882292,0.84922719,0.860159636,1.17574966,1.388897538,1.600459337,1.69851017,1.628847718,,,
Syrian Arab Republic,-0.399796873,-0.801886261,-0.829437733,-0.852751672,-0.94982779,-1.009927511,-1.070749879,-1.05090487,-1.102486491,-1.100737929,-1.219366789,-1.265769243,-1.560515285,-1.568970442,-1.59303391,-1.583551884,-1.64825058,-1.707912922,-1.735396385,-1.798743725,-1.776185155,-1.75022471,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,-1.270305872,-1.465013862,-1.44834578,-1.531993032,-1.361009359,-1.388992548,-1.534189463,-1.412184477,-1.394238591,-1.355160832,-1.330996513,-1.370300174,-1.329388499,-1.381821513,-1.511519194,-1.455860376,-1.404424429,-1.417515874,-1.425237775,-1.496497035,-1.488538027,-1.482406974,,,
East Asia & Pacific (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Togo,-0.758069575,-0.902238727,-0.943994403,-0.87377125,-1.0496068,-0.997273386,-0.975757539,-1.032309651,-0.967423081,-1.026531458,-1.007718325,-1.034981489,-0.90018332,-0.754961371,-0.708207965,-0.735369742,-0.749250174,-0.746111989,-0.730152428,-0.690799415,-0.637628198,-0.619174957,,,
Thailand,-0.338848352,-0.196023554,-0.24613224,-0.206432834,-0.413430303,-0.400172323,-0.440627247,-0.332013279,-0.360339463,-0.353244036,-0.397404075,-0.372668326,-0.480822623,-0.555973411,-0.451746017,-0.446126044,-0.458226591,-0.471995354,-0.483811766,-0.478870928,-0.452444345,-0.489050776,,,
Tajikistan,-1.174971223,-1.147746086,-1.319209814,-1.176047444,-1.042832255,-1.040969253,-1.186930537,-1.221769214,-1.297203541,-1.231771708,-1.280341625,-1.287621021,-1.13246429,-1.148191094,-1.163033485,-1.346372128,-1.428637147,-1.345649838,-1.345226526,-1.354334593,-1.434276462,-1.378733397,,,
Turkmenistan,-1.05427289,-1.015131831,-1.270520687,-1.347762346,-1.399203897,-1.405738115,-1.398331523,-1.432222605,-1.435776353,-1.445981383,-1.314689875,-1.285681129,-1.177458405,-1.225913763,-1.395843148,-1.369123578,-1.382822275,-1.394042015,-1.434578419,-1.439609766,-1.437132478,-1.423624277,,,
Latin America & the Caribbean (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,-0.222040236,-0.249594808,-0.335041285,-0.569692433,-0.598673344,-0.648965776,-0.650319099,-0.803566515,-0.754676282,-0.824016511,-0.743892968,-0.693969369,-0.529589474,-0.546580613,-0.537739694,-0.565559626,-0.505600214,-0.400363654,-0.339262903,-0.071802154,-0.265468001,-0.226704165,,,
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,0.089219317,-1.35349369,-1.377633214,-1.055481791,-0.679467142,-0.676430941,-0.303076357,-0.320604384,-0.298795193,-0.258447707,-0.273151159,-0.460293978,-0.452807009,-0.178877786,-0.071241498,-0.330168128,-0.34388265,-0.429132015,-0.420545071,-0.308315754,,,
South Asia (IDA & IBRD),,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,0.03129793,0.06059717,-0.018941578,0.01965333,-0.125168324,-0.04883967,-0.078856148,-0.05406221,-0.208101377,-0.13505049,-0.182379499,-0.253159583,-0.464948714,-0.365587831,-0.303713292,-0.393758774,-0.37965554,-0.256703824,-0.160061643,-0.299813926,-0.379440844,-0.374148548,,,
Tunisia,0.283649951,0.123504691,0.067843512,-0.078068301,-0.012532148,-0.109465234,-0.165581718,-0.07915701,-0.118834764,-0.022444921,-0.033657957,-0.041582875,-0.019062787,-0.077178285,-0.163240567,-0.159596652,-0.114437342,-0.139625028,-0.115354247,-0.26232934,-0.299796939,-0.341899782,,,
Turkiye,-0.570128739,-0.209118396,-0.191904396,-0.035272829,0.026674604,0.112518623,0.11532557,0.087655708,0.025415225,0.038242523,0.161344782,0.091507562,-0.13432841,-0.16154924,-0.199177414,-0.20880504,-0.351303011,-0.325921059,-0.361754,-0.408259898,-0.46810627,-0.50248909,,,
Tuvalu,,,0.791444957,-0.12089359,-0.104157448,-0.24031949,-0.217524931,-0.219170406,-0.259419352,-0.266759753,-0.345227033,-0.3930659,0.028467461,0.006501475,0.055500541,0.068848796,0.051431186,0.38763237,0.484494269,0.661643803,0.652524471,0.646379948,,,
Tanzania,-0.840931594,-0.734542429,-0.56556958,-0.607605696,-0.228577167,-0.335751265,-0.416348159,-0.447849065,-0.542279363,-0.60335964,-0.764619529,-0.781170845,-0.761549294,-0.709870934,-0.531419516,-0.486995429,-0.475951612,-0.420570701,-0.405753613,-0.394610137,-0.35488227,-0.319897324,,,
Uganda,-1.025739431,-0.948509097,-0.811878681,-0.833648562,-0.787619293,-0.825754583,-0.840163767,-0.909787476,-0.923493564,-0.936401606,-1.001575112,-1.056307316,-1.097787857,-1.0814116,-1.086735964,-1.069442272,-1.051229477,-1.174473524,-1.06589222,-1.028543591,-1.061196923,-1.042574763,,,
Ukraine,-1.091393948,-0.966655314,-0.979341567,-0.740642905,-0.772781849,-0.820174932,-0.862514138,-1.071736813,-1.031962514,-1.086713314,-1.117539167,-1.176667333,-1.024744391,-1.039613128,-0.867796838,-0.832255304,-0.921338856,-0.800639629,-0.832628608,-0.787211776,-0.634004474,-0.686146319,,,
Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,0.945743263,1.101403475,0.894058406,1.081768513,1.130043507,1.280935764,1.345951676,1.250004292,1.297701478,1.289977908,1.378116846,1.397225738,1.388093233,1.300400257,1.247056723,1.253417969,1.207652926,1.195396781,1.3646667,1.585964561,1.610502005,1.57394731,,,
United States,1.873596668,1.704490542,1.810701966,1.536726952,1.344892621,1.377069235,1.437633395,1.286476374,1.265258074,1.262119055,1.402794003,1.305924892,1.371378064,1.35772121,1.330895662,1.340532541,1.292747378,1.180357099,1.037831903,1.019277573,1.104144692,1.123432636,,,
Uzbekistan,-0.964738905,-0.914871931,-1.068812013,-1.229637623,-1.016335964,-1.033785582,-1.06285727,-1.276073456,-1.307985425,-1.387564898,-1.310680032,-1.273433328,-1.194759607,-1.285851717,-1.200567603,-1.187155008,-1.082640886,-1.047051072,-1.073404193,-0.829755306,-0.75777024,-0.80752933,,,
St. Vincent and the Grenadines,,,0.276366174,1.084856987,0.959533632,0.988939226,1.127540827,1.136204004,1.06810534,1.085522532,0.969306469,0.955689847,0.691183269,0.656781733,0.674563527,0.706236422,0.743811011,0.760956824,0.798051178,0.774506927,0.756547928,0.737308145,,,
"Venezuela, RB",-1.061424494,-1.067478895,-0.97820282,-1.030746222,-1.049627066,-1.08307755,-1.144423723,-1.171696544,-1.208009005,-1.155070424,-1.258297563,-1.307032943,-1.39491117,-1.407398343,-1.366669178,-1.385664582,-1.51229763,-1.527685404,-1.575733066,-1.622939944,-1.651524186,-1.690005183,,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,0.650999784,0.789309144,0.775587142,0.784966588,0.797165334,0.832615554,0.815264821,0.791372001,0.779971004,0.778291643,0.634795427,0.571842968,0.578694463,0.581275344,0.577230215,0.572149575,-0.001319034,-0.003898137,-0.005883058,-0.018456656,,,
Viet Nam,-0.56099081,-0.490872562,-0.756660283,-0.72958231,-0.747617364,-0.630165637,-0.711532891,-0.545064032,-0.622543275,-0.614729941,-0.532105982,-0.482918799,-0.438487649,-0.457950294,-0.490106016,-0.62858814,-0.511843026,-0.546221077,-0.374517351,-0.308163285,-0.287254333,-0.415814281,,,
Vanuatu,0.230140477,0.262945443,-0.138781786,0.29455924,0.192250758,0.273236156,0.35745886,0.338911116,0.300518751,0.308373779,0.344245106,0.292182297,0.477773845,-0.122023106,-0.087285124,0.002816792,-0.18431738,-0.284038395,-0.16922608,-0.039679464,-0.028579803,-0.014865154,,,
World,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,-0.070856519,-0.10321895,-0.238485977,0.218686625,0.304151416,0.302983135,0.259912491,0.153789654,0.169478163,0.12943545,0.141266376,0.181165755,0.358885229,0.2985861,0.30041337,0.659018934,0.647117853,0.648498595,0.712402642,0.59250468,0.554122448,0.727086067,,,
Kosovo,0.360481679,-0.504247785,-0.305080533,-0.526772022,-0.514050007,-0.735240698,-0.648774087,-0.585376561,-0.615350246,-0.618153572,-0.653357148,-0.649717093,-0.486257941,-0.559970379,-0.43840158,-0.527111173,-0.52827096,-0.541379213,-0.462970525,-0.341498196,-0.263819605,-0.18528606,,,
"Yemen, Rep.",-0.971152008,-1.0030514,-1.089905858,-0.896564424,-0.789497018,-0.793472648,-0.797573388,-1.075401783,-1.191630483,-1.241910219,-1.258748412,-1.25662756,-1.565823674,-1.50848496,-1.696101427,-1.616802692,-1.658391953,-1.712605357,-1.711300611,-1.668676972,-1.679812789,-1.648933291,,,
South Africa,0.332901508,0.275540829,0.397753119,0.483857185,0.378271431,0.197672486,0.153828725,0.125426695,0.065393098,-0.004233705,-0.184170604,-0.138074696,-0.125287011,-0.070839748,0.017026288,-0.127773166,-0.136797428,-0.031280991,-0.059475705,-0.034169111,-0.330094606,-0.284670442,,,
Zambia,-0.758519173,-0.641858518,-0.604488134,-0.592440426,-0.551735699,-0.398109436,-0.38960132,-0.469497651,-0.51831919,-0.41075328,-0.291441262,-0.315815896,-0.348072886,-0.368724585,-0.427309334,-0.56757164,-0.67888844,-0.672178805,-0.731881857,-0.757704794,-0.50494802,-0.477706879,,,
Zimbabwe,-1.156759501,-1.188867569,-1.253563166,-1.31461668,-1.372948766,-1.404757977,-1.348838091,-1.357875228,-1.373286724,-1.425626516,-1.381803393,-1.42002666,-1.404758811,-1.337775707,-1.288664818,-1.298114777,-1.246379614,-1.290333867,-1.308787823,-1.277147293,-1.259969473,-1.261216044,,,
