q4,q5a,q5c,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,India,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Very unfavorable,Very favorable,India,1.0,5.0,4.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,India,1.0,5.0,3.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,2.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Somewhat favorable,India,1.0,5.0,,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,2.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Very favorable,India,1.0,5.0,4.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,2.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,India,1.0,5.0,3.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,India,1.0,5.0,3.0,2.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Satisfied,Very favorable,Don't know (DO NOT READ),India,1.0,2.0,1.0,,
Dissatisfied,Very favorable,Don't know (DO NOT READ),India,1.0,5.0,1.0,,
Dissatisfied,Very favorable,Don't know (DO NOT READ),India,1.0,5.0,1.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Don't know (DO NOT READ),Very unfavorable,Somewhat favorable,India,1.0,,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Don't know (DO NOT READ),India,1.0,5.0,1.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Very unfavorable,India,1.0,5.0,2.0,4.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Very favorable,Don't know (DO NOT READ),India,1.0,5.0,1.0,,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,India,1.0,2.0,3.0,2.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Very unfavorable,India,1.0,5.0,2.0,4.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,India,1.0,2.0,3.0,3.0,
Dissatisfied,Very unfavorable,Very unfavorable,India,1.0,5.0,4.0,4.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Satisfied,Very favorable,Don't know (DO NOT READ),India,1.0,2.0,1.0,,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Satisfied,Very favorable,Don't know (DO NOT READ),India,1.0,2.0,1.0,,
Dissatisfied,Very favorable,Don't know (DO NOT READ),India,1.0,5.0,1.0,,
Don't know (DO NOT READ),Very favorable,Somewhat favorable,India,1.0,,1.0,2.0,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Don't know (DO NOT READ),India,1.0,5.0,3.0,,
Dissatisfied,Very favorable,Don't know (DO NOT READ),India,1.0,5.0,1.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Somewhat favorable,India,1.0,5.0,,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Very unfavorable,Very favorable,India,1.0,5.0,4.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Satisfied,Somewhat unfavorable,Somewhat favorable,India,1.0,2.0,3.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Very favorable,India,1.0,5.0,3.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,India,1.0,5.0,3.0,1.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Somewhat favorable,India,1.0,5.0,,2.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Don't know (DO NOT READ),India,1.0,5.0,1.0,,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,India,1.0,5.0,3.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Dissatisfied,Don't know (DO NOT READ),Very unfavorable,India,1.0,5.0,,4.0,
Satisfied,Very favorable,Don't know (DO NOT READ),India,1.0,2.0,1.0,,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Somewhat favorable,India,1.0,5.0,,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,India,1.0,5.0,4.0,3.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Dissatisfied,Very favorable,Somewhat unfavorable,India,1.0,5.0,1.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Don't know (DO NOT READ),Somewhat favorable,India,1.0,5.0,,2.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Satisfied,Very favorable,Somewhat favorable,India,1.0,2.0,1.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Satisfied,Somewhat favorable,Somewhat favorable,India,1.0,2.0,2.0,2.0,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Dissatisfied,Somewhat favorable,Don't know (DO NOT READ),India,1.0,5.0,2.0,,
Satisfied,Very favorable,Somewhat unfavorable,India,1.0,2.0,1.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,India,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat unfavorable,Very favorable,India,1.0,5.0,3.0,1.0,
Dissatisfied,Very unfavorable,Somewhat favorable,India,1.0,5.0,4.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,India,1.0,5.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Don't know (DO NOT READ),Very favorable,India,1.0,5.0,,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,India,1.0,5.0,3.0,2.0,
Dissatisfied,Don't know (DO NOT READ),Somewhat unfavorable,India,1.0,5.0,,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Very favorable,Don't know (DO NOT READ),India,1.0,5.0,1.0,,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,India,1.0,5.0,3.0,2.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Very favorable,India,1.0,2.0,2.0,1.0,
Dissatisfied,Very favorable,Somewhat favorable,India,1.0,5.0,1.0,2.0,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,5.0,,,
Dissatisfied,Very favorable,Very favorable,India,1.0,5.0,1.0,1.0,
Dissatisfied,Very favorable,Somewhat unfavorable,India,1.0,5.0,1.0,3.0,
Satisfied,Very favorable,Very favorable,India,1.0,2.0,1.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Very favorable,India,1.0,5.0,2.0,1.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,India,1.0,5.0,2.0,2.0,
Don't know (DO NOT READ),Very favorable,Somewhat favorable,India,1.0,,1.0,2.0,
Satisfied,Don't know (DO NOT READ),Don't know (DO NOT READ),India,1.0,2.0,,,
Dissatisfied,Very unfavorable,Very unfavorable,India,1.0,5.0,4.0,4.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Netherlands,0.836,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Netherlands,1.586,2.0,2.0,3.0,
Satisfied,Somewhat favorable,Somewhat favorable,Netherlands,1.918,2.0,2.0,2.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Netherlands,0.649,5.0,3.0,3.0,
Satisfied,Very unfavorable,Very favorable,Netherlands,0.731,2.0,4.0,1.0,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Netherlands,0.695,5.0,3.0,3.0,
Satisfied,Very unfavorable,Somewhat favorable,Netherlands,1.371,2.0,4.0,2.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Netherlands,0.645,5.0,4.0,3.0,
Dissatisfied,Very unfavorable,Somewhat unfavorable,Netherlands,1.362,5.0,4.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat favorable,Netherlands,1.628,5.0,2.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Netherlands,0.653,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat unfavorable,Netherlands,0.775,2.0,3.0,3.0,
Dissatisfied,Somewhat unfavorable,Somewhat favorable,Netherlands,0.649,5.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat unfavorable,Netherlands,0.809,2.0,2.0,3.0,
Dissatisfied,Somewhat favorable,Somewhat unfavorable,Netherlands,0.695,5.0,2.0,3.0,
Don't know (DO NOT READ),Somewhat favorable,Somewhat unfavorable,Netherlands,0.902,,2.0,3.0,
Don't know (DO NOT READ),Somewhat favorable,Don't know (DO NOT READ),Netherlands,0.815,,2.0,,
Dissatisfied,Somewhat unfavorable,Somewhat unfavorable,Netherlands,1.121,5.0,3.0,3.0,
Satisfied,Somewhat unfavorable,Very favorable,Netherlands,0.831,2.0,3.0,1.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Netherlands,0.966,2.0,3.0,2.0,
Dissatisfied,Very unfavorable,Somewhat favorable,Netherlands,0.632,5.0,4.0,2.0,
Dissatisfied,Somewhat unfavorable,Don't know (DO NOT READ),Netherlands,0.942,5.0,3.0,,
Dissatisfied,Somewhat favorable,Somewhat favorable,Netherlands,0.649,5.0,2.0,2.0,
Satisfied,Very favorable,Somewhat favorable,Netherlands,0.589,2.0,1.0,2.0,
Satisfied,Very unfavorable,Somewhat favorable,Netherlands,0.77,2.0,4.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Netherlands,0.718,2.0,3.0,2.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Netherlands,0.826,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Netherlands,1.408,2.0,2.0,2.0,
Satisfied,Somewhat unfavorable,Very unfavorable,Netherlands,1.722,2.0,3.0,4.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Netherlands,1.56,2.0,3.0,2.0,
Satisfied,Somewhat favorable,Somewhat favorable,Netherlands,0.966,2.0,2.0,2.0,
Dissatisfied,Very unfavorable,Very unfavorable,Netherlands,0.775,5.0,4.0,4.0,
Satisfied,Somewhat unfavorable,Somewhat favorable,Netherlands,1.408,2.0,3.0,2.0,
