country_satis,fav_us,fav_china,econ_sit,country,weight,satisfaction_value,fav_us_value,fav_China_value,econ_value
 ,Very favorable,Very unfavorable,Somewhat good,United States,0.763653227648549,,1.0,4.0,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,United States,2.24331554132731,,2.0,4.0,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.873183041709778,,2.0,4.0,3.0
 ,Very favorable,Somewhat favorable,Somewhat good,United States,0.422603789618977,,1.0,2.0,2.0
 ,Very unfavorable,Very unfavorable,Somewhat bad,United States,0.803964847092037,,4.0,4.0,3.0
 ,Somewhat favorable,Very unfavorable,Somewhat bad,United States,0.918197654363043,,2.0,4.0,3.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Very bad,United States,1.36099659411267,,2.0,,4.0
 ,Very favorable,Somewhat unfavorable,Very good,United States,0.382761954616793,,1.0,3.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Very good,United States,0.462769248966958,,3.0,3.0,1.0
 ,Very favorable,Somewhat favorable,Somewhat good,United States,2.37791836779977,,1.0,2.0,2.0
 ,Very favorable,Somewhat favorable,Somewhat bad,United States,1.28753189667875,,1.0,2.0,3.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,United States,1.82843102053438,,3.0,,2.0
 ,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.25411716186469,,1.0,3.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.603391144761957,,2.0,3.0,2.0
 ,Very favorable,Very unfavorable,Very good,United States,0.571694635273491,,1.0,4.0,1.0
 ,Refused (DO NOT READ),Somewhat unfavorable,Somewhat good,United States,0.691045484708202,,,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,0.481187389713526,,2.0,3.0,2.0
 ,Very favorable,Very unfavorable,Very good,United States,1.18863742860771,,1.0,4.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,0.993908694476318,,3.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,United States,1.65815382411748,,3.0,2.0,2.0
 ,Very favorable,Very unfavorable,Somewhat good,United States,0.563076355206787,,1.0,4.0,2.0
 ,Very favorable,Somewhat favorable,Somewhat good,United States,1.73101798653116,,1.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,1.31977126394257,,3.0,3.0,2.0
 ,Very unfavorable,Very unfavorable,Somewhat good,United States,0.772469949272276,,4.0,4.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.14159610694487,,2.0,3.0,2.0
 ,Very favorable,Somewhat unfavorable,Don’t know (DO NOT READ),United States,2.27158517737248,,1.0,3.0,
 ,Very favorable,Don’t know (DO NOT READ),Somewhat good,United States,0.98514984139918,,1.0,,2.0
 ,Very favorable,Somewhat favorable,Somewhat good,United States,1.73809290901414,,1.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United States,1.19211291719564,,2.0,2.0,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,United States,1.15378813270417,,2.0,4.0,2.0
 ,Very unfavorable,Somewhat favorable,Very bad,United States,1.12787749071175,,4.0,2.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,United States,0.510699944082558,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,United States,1.31927518237611,,2.0,3.0,2.0
 ,Very favorable,Don’t know (DO NOT READ),Somewhat good,United States,2.57056458473069,,1.0,,2.0
 ,Somewhat favorable,Very favorable,Somewhat good,United States,0.863191113785307,,2.0,1.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Very bad,United States,0.450885757038712,,2.0,3.0,4.0
 ,Very favorable,Somewhat unfavorable,Somewhat bad,United States,1.16266040581939,,1.0,3.0,3.0
 ,Very favorable,Somewhat favorable,Somewhat good,United States,0.428020075354945,,1.0,2.0,2.0
 ,Very favorable,Somewhat unfavorable,Very good,United States,0.513244872460193,,1.0,3.0,1.0
 ,Very favorable,Somewhat favorable,Somewhat good,United States,2.59146442654745,,1.0,2.0,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,United States,0.346603947887519,,2.0,4.0,2.0
 ,Very favorable,Very unfavorable,Refused (DO NOT READ),United States,1.12776850726336,,1.0,4.0,
 ,Very favorable,Somewhat favorable,Very good,United States,0.710148970428105,,1.0,2.0,1.0
 ,Somewhat favorable,Somewhat favorable,Very good,United States,0.751537967853495,,2.0,2.0,1.0
 ,Very favorable,Somewhat unfavorable,Very good,United States,1.16219409446649,,1.0,3.0,1.0
 ,Very favorable,Somewhat unfavorable,Very good,United States,1.51361201016076,,1.0,3.0,1.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,United States,0.750162490079851,,2.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Very bad,United States,0.445230176567895,,2.0,2.0,4.0
 ,Very favorable,Don’t know (DO NOT READ),Somewhat good,United States,1.67173682257262,,1.0,,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,United States,1.38907673869748,,3.0,3.0,2.0
 ,Very favorable,Very favorable,Very good,United States,0.98569721219345,,1.0,1.0,1.0
 ,Very favorable,Don’t know (DO NOT READ),Very good,United States,1.15932579401363,,1.0,,1.0
 ,Very favorable,Somewhat unfavorable,Somewhat good,United States,0.726079580167059,,1.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.19946337411245,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.809505771872196,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Canada,0.874468359047203,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Very bad,Canada,0.981809501325342,,2.0,3.0,4.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Canada,0.89375301329182,,2.0,,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.42121912240315,,2.0,2.0,2.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,0.733575133259898,,4.0,2.0,2.0
 ,Very unfavorable,Very unfavorable,Somewhat good,Canada,0.743208577110661,,4.0,4.0,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,Canada,2.87673022183536,,2.0,4.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.304241305697084,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.604906403107241,,3.0,3.0,2.0
 ,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Don’t know (DO NOT READ),Canada,0.629290362351482,,,,
 ,Somewhat unfavorable,Very favorable,Somewhat good,Canada,1.5715892675162,,3.0,1.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,Canada,0.96193250331599,,2.0,2.0,3.0
 ,Very favorable,Somewhat favorable,Somewhat good,Canada,0.856113472523701,,1.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Canada,0.335491996337562,,3.0,3.0,3.0
 ,Somewhat favorable,Somewhat favorable,Very good,Canada,0.304241305697084,,2.0,2.0,1.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,Canada,0.721938029055763,,2.0,,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,0.53936594782593,,2.0,3.0,2.0
 ,Very favorable,Very favorable,Somewhat bad,Canada,0.304241305697084,,1.0,1.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,Canada,0.733575133259898,,2.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.81381897447147,,2.0,2.0,2.0
 ,Very favorable,Don’t know (DO NOT READ),Somewhat bad,Canada,0.93290047214962,,1.0,,3.0
 ,Somewhat unfavorable,Very favorable,Somewhat bad,Canada,0.304241305697084,,3.0,1.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,1.02772895777168,,3.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.853710877072353,,2.0,2.0,2.0
 ,Somewhat unfavorable,Very unfavorable,Somewhat bad,Canada,1.764220684018,,3.0,4.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.04522112642083,,2.0,2.0,2.0
 ,Don’t know (DO NOT READ),Very unfavorable,Somewhat bad,Canada,0.733575133259898,,,4.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.689853484365923,,3.0,3.0,2.0
 ,Very unfavorable,Very unfavorable,Don’t know (DO NOT READ),Canada,0.856113472523701,,4.0,4.0,
 ,Somewhat favorable,Somewhat favorable,Very good,Canada,0.324737085322486,,2.0,2.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,2.15443940908679,,3.0,3.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat bad,Canada,0.709357624103563,,4.0,3.0,3.0
 ,Very favorable,Somewhat favorable,Somewhat bad,Canada,1.49406670111432,,1.0,2.0,3.0
 ,Refused (DO NOT READ),Somewhat favorable,Somewhat good,Canada,0.733599873896374,,,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,Canada,0.518199450510455,,2.0,2.0,3.0
 ,Very unfavorable,Refused (DO NOT READ),Somewhat bad,Canada,1.2759789414861,,4.0,,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.02815798686792,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Very good,Canada,0.327224973270817,,2.0,2.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Canada,3.50672980082148,,3.0,3.0,3.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,1.87389052942962,,4.0,2.0,2.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Very bad,Canada,2.14946883802156,,2.0,,4.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.569690759444591,,3.0,3.0,2.0
 ,Very favorable,Somewhat favorable,Very bad,Canada,0.614945329521756,,1.0,2.0,4.0
 ,Very unfavorable,Very unfavorable,Don’t know (DO NOT READ),Canada,1.69094482251355,,4.0,4.0,
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.304241305697084,,4.0,3.0,2.0
 ,Very favorable,Somewhat unfavorable,Somewhat bad,Canada,0.72185755629185,,1.0,3.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,0.639518379311986,,2.0,3.0,2.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Very good,Canada,0.997830930400124,,2.0,,1.0
 ,Very unfavorable,Somewhat favorable,Very good,Canada,0.317033124347475,,4.0,2.0,1.0
 ,Very favorable,Very unfavorable,Somewhat good,Canada,0.467583829046235,,1.0,4.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.304241305697084,,2.0,2.0,2.0
 ,Very favorable,Somewhat unfavorable,Somewhat good,Canada,0.872020425253498,,1.0,3.0,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,Canada,1.39839581134341,,2.0,4.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.694890876945154,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Canada,1.66245374487998,,2.0,3.0,3.0
 ,Very unfavorable,Somewhat favorable,Don’t know (DO NOT READ),Canada,2.08561933151386,,4.0,2.0,
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,0.817786334156835,,3.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,Canada,1.61201041879729,,2.0,2.0,3.0
 ,Very favorable,Very unfavorable,Somewhat bad,Canada,1.86934753841619,,1.0,4.0,3.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,Canada,1.60846569207129,,4.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.304241306130733,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.400537907817428,,2.0,2.0,2.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,Canada,1.50379610789484,,2.0,,2.0
 ,Somewhat unfavorable,Very unfavorable,Very good,Canada,0.441152198799526,,3.0,4.0,1.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,0.762452774274325,,4.0,2.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,0.918318603119644,,2.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,0.637996278053908,,2.0,3.0,2.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Very good,Canada,0.503224331868162,,3.0,,1.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.341532495991648,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,0.413071613590612,,3.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.08539507029446,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.733575133259898,,2.0,2.0,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat bad,Canada,1.25215718301588,,2.0,4.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,1.12604932023908,,3.0,3.0,2.0
 ,Very favorable,Somewhat unfavorable,Somewhat bad,Canada,2.3790294272286,,1.0,3.0,3.0
 ,Somewhat favorable,Very unfavorable,Somewhat bad,Canada,0.304241305697084,,2.0,4.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.770177527260561,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.54593321607061,,2.0,2.0,2.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat bad,Canada,1.78605866062742,,2.0,,3.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,Canada,3.50672980082148,,3.0,,2.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,Canada,2.14946883802156,,3.0,,2.0
 ,Very unfavorable,Somewhat unfavorable,Very good,Canada,0.643111187026678,,4.0,3.0,1.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,0.317033124347475,,4.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,Canada,1.03569929675736,,2.0,2.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,0.653477661151975,,3.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.72185755629185,,2.0,2.0,2.0
 ,Very unfavorable,Don’t know (DO NOT READ),Very bad,Canada,0.733575133259898,,4.0,,4.0
 ,Somewhat favorable,Very unfavorable,Very bad,Canada,0.733575133259898,,2.0,4.0,4.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Canada,3.50672980082148,,3.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Canada,0.689853484365923,,3.0,3.0,3.0
 ,Very favorable,Somewhat favorable,Somewhat good,Canada,0.895830771591325,,1.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Very good,Canada,0.449632277536229,,3.0,2.0,1.0
 ,Somewhat favorable,Somewhat unfavorable,Very good,Canada,0.362644452748298,,2.0,3.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,1.30291215333593,,3.0,3.0,2.0
 ,Very unfavorable,Very unfavorable,Somewhat bad,Canada,0.944267249228479,,4.0,4.0,3.0
 ,Very favorable,Somewhat unfavorable,Somewhat good,Canada,2.74199024978891,,1.0,3.0,2.0
 ,Somewhat unfavorable,Very unfavorable,Somewhat good,Canada,0.305344922234294,,3.0,4.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,Canada,3.50672980082148,,4.0,3.0,2.0
 ,Very favorable,Somewhat unfavorable,Very good,Canada,0.698012646312308,,1.0,3.0,1.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Canada,0.99415054058494,,2.0,3.0,3.0
 ,Very favorable,Very favorable,Somewhat bad,Canada,1.65995160910601,,1.0,1.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.304241305697084,,2.0,2.0,2.0
 ,Somewhat favorable,Very unfavorable,Very bad,Canada,3.50672980082148,,2.0,4.0,4.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.770177527260561,,4.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,0.449632277536229,,2.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Canada,2.28836655271665,,2.0,3.0,3.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,0.639518379311986,,3.0,2.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,Canada,1.69754462094823,,4.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,1.0095680763613,,3.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Canada,0.449003934356393,,3.0,3.0,3.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,0.327532889219734,,4.0,2.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.51705589645503,,4.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,Canada,0.373715729357466,,2.0,2.0,3.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.336630643442154,,4.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,0.304241305697084,,2.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.923454312263652,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.526570198892068,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Very good,Canada,1.57069802248588,,2.0,2.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.655665515048868,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.0095680763613,,2.0,2.0,2.0
 ,Very unfavorable,Very favorable,Somewhat good,Canada,1.66860893158231,,4.0,1.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Very bad,Canada,1.70769965047604,,4.0,3.0,4.0
 ,Somewhat unfavorable,Somewhat favorable,Very bad,Canada,2.14946883802156,,3.0,2.0,4.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.362101377668611,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Don’t know (DO NOT READ),Canada,0.631904409108818,,2.0,2.0,
 ,Very unfavorable,Somewhat favorable,Somewhat bad,Canada,0.791758281200772,,4.0,2.0,3.0
 ,Somewhat unfavorable,Very favorable,Somewhat bad,Canada,1.27595988376571,,3.0,1.0,3.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.750005802278562,,3.0,3.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.304241305697084,,4.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,0.304241305697084,,3.0,2.0,2.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Canada,1.32072540978858,,2.0,,
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,1.61201041879729,,2.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Very bad,Canada,2.0984755120555,,2.0,2.0,4.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,3.50672980082148,,2.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,1.74913806228951,,3.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.914260759019919,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.586261681971469,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.51705589645503,,3.0,3.0,2.0
 ,Very favorable,Very unfavorable,Somewhat bad,Canada,0.707014452029312,,1.0,4.0,3.0
 ,Very favorable,Somewhat favorable,Somewhat bad,Canada,0.733575133259898,,1.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,2.04766904395482,,2.0,2.0,2.0
 ,Somewhat favorable,Very favorable,Somewhat good,Canada,0.614696457391647,,2.0,1.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.782062999140735,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Very good,Canada,0.682216778448915,,2.0,3.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.846749677948554,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.04724710400808,,2.0,2.0,2.0
 ,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Very good,Canada,2.43562689433327,,,,1.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,Canada,0.591112484460437,,4.0,2.0,3.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,Canada,0.327532889219734,,2.0,4.0,2.0
 ,Very unfavorable,Somewhat favorable,Very bad,Canada,0.304241306130733,,4.0,2.0,4.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,0.959713200304949,,4.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Canada,0.751401138698618,,3.0,2.0,3.0
 ,Somewhat unfavorable,Very unfavorable,Somewhat bad,Canada,0.353510997916368,,3.0,4.0,3.0
 ,Very favorable,Somewhat favorable,Very bad,Canada,0.653477661151975,,1.0,2.0,4.0
 ,Very unfavorable,Very unfavorable,Very bad,Canada,1.69754462094823,,4.0,4.0,4.0
 ,Very unfavorable,Very favorable,Somewhat good,Canada,0.853710877072353,,4.0,1.0,2.0
 ,Very unfavorable,Don’t know (DO NOT READ),Very good,Canada,0.955796226685444,,4.0,,1.0
 ,Somewhat favorable,Somewhat favorable,Very good,Canada,0.304241305697084,,2.0,2.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.645242572275953,,3.0,3.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Canada,1.58387083049747,,3.0,2.0,3.0
 ,Don’t know (DO NOT READ),Somewhat favorable,Somewhat good,Canada,0.788798440581988,,,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.27593590912982,,2.0,2.0,2.0
 ,Somewhat favorable,Very favorable,Somewhat good,Canada,0.911426106723109,,2.0,1.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,3.50672980082148,,2.0,2.0,2.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,3.40073808589299,,4.0,2.0,2.0
 ,Very unfavorable,Very unfavorable,Very good,Canada,2.43562689433327,,4.0,4.0,1.0
 ,Somewhat favorable,Somewhat favorable,Very good,Canada,0.914260759019919,,2.0,2.0,1.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.810998147421586,,2.0,2.0,2.0
 ,Don’t know (DO NOT READ),Refused (DO NOT READ),Somewhat bad,Canada,1.33047272537607,,,,3.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat bad,Canada,0.770177527260561,,3.0,,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.848590147404851,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,1.09170021874312,,3.0,2.0,2.0
 ,Very favorable,Somewhat favorable,Somewhat bad,Canada,0.317033124347475,,1.0,2.0,3.0
 ,Somewhat unfavorable,Very unfavorable,Somewhat bad,Canada,0.424702969764101,,3.0,4.0,3.0
 ,Very unfavorable,Somewhat favorable,Somewhat bad,Canada,1.94882871662326,,4.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.627652319927661,,2.0,2.0,2.0
 ,Somewhat favorable,Very favorable,Very bad,Canada,1.28205717658409,,2.0,1.0,4.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat good,Canada,0.304241305697084,,3.0,2.0,2.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,2.01446978625431,,4.0,2.0,2.0
 ,Somewhat unfavorable,Very unfavorable,Very bad,Canada,0.733575133259898,,3.0,4.0,4.0
 ,Don’t know (DO NOT READ),Don’t know (DO NOT READ),Somewhat good,Canada,0.653213194751952,,,,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Canada,0.977204219865595,,2.0,3.0,3.0
 ,Somewhat favorable,Don’t know (DO NOT READ),Somewhat good,Canada,0.448096941394085,,2.0,,2.0
 ,Very favorable,Somewhat favorable,Very bad,Canada,0.403655410495043,,1.0,2.0,4.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,Canada,0.818049393648631,,3.0,,2.0
 ,Somewhat unfavorable,Somewhat favorable,Somewhat bad,Canada,0.710382375995285,,3.0,2.0,3.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.413803253081162,,2.0,2.0,2.0
 ,Very favorable,Refused (DO NOT READ),Don’t know (DO NOT READ),Canada,0.304241305697084,,1.0,,
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,1.85224806887984,,2.0,2.0,2.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat bad,Canada,0.415341403578651,,2.0,3.0,3.0
 ,Very unfavorable,Very unfavorable,Very good,Canada,1.54291794014276,,4.0,4.0,1.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Canada,1.20349796933762,,3.0,3.0,3.0
 ,Somewhat favorable,Very unfavorable,Very bad,Canada,0.503224331868162,,2.0,4.0,4.0
 ,Very unfavorable,Somewhat favorable,Somewhat good,Canada,0.304241305697084,,4.0,2.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.762636305867358,,2.0,2.0,2.0
 ,Very unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.304241305697084,,4.0,3.0,2.0
 ,Somewhat favorable,Refused (DO NOT READ),Somewhat good,Canada,0.944339062538421,,2.0,,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.556316890725358,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat bad,Canada,0.752387524503922,,3.0,3.0,3.0
 ,Somewhat favorable,Somewhat unfavorable,Somewhat good,Canada,0.530685208580303,,2.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat good,Canada,0.678927338114621,,2.0,2.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,0.595731875389718,,3.0,3.0,2.0
 ,Somewhat unfavorable,Don’t know (DO NOT READ),Somewhat good,Canada,1.30286821265779,,3.0,,2.0
 ,Somewhat favorable,Very unfavorable,Somewhat good,Canada,0.467438944434135,,2.0,4.0,2.0
 ,Somewhat unfavorable,Somewhat unfavorable,Somewhat good,Canada,1.08595233668533,,3.0,3.0,2.0
 ,Somewhat favorable,Somewhat favorable,Somewhat bad,Canada,0.66593003609898,,2.0,2.0,3.0
 ,Very unfavorable,Very favorable,Somewhat good,Canada,2.14946883802156,,4.0,1.0,2.0
 ,Very unfavorable,Very unfavorable,Somewhat good,Canada,1.16318542654241,,4.0,4.0,2.0
